"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","18 Jul 16 - Adelaide to Canberra","486.52","","18-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","19 Jul 16 - Canberra to Adelaide","486.52","","19-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","30 Aug 16 - Adelaide to Canberra","491.25","","30-Aug-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","2 Sep 16 - Canberra to Adelaide","491.25","","02-Sep-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","13 Sep 16 - Adelaide to Canberra","491.25","","13-Sep-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","15 Sep 16 - Canberra to Adelaide","491.25","","15-Sep-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Car Costs","Cabcharge","From 1 July 2016","18 Jul 16","15.34","","18-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Car Costs","Cabcharge","From 1 July 2016","18 Jul 16","29.77","","18-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Car Costs","Cabcharge","From 1 July 2016","18 Jul 16","10.60","","18-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Car Costs","Cabcharge","From 1 July 2016","18 Jul 16","8.07","","18-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Car Costs","Cabcharge","From 1 July 2016","19 Jul 16","13.22","","19-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Car Costs","Cabcharge","From 1 July 2016","19 Jul 16","25.23","","19-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Car Costs","Cabcharge","From 1 July 2016","19 Jul 16","40.67","","19-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Car Costs","Cabcharge","From 1 July 2016","19 Jul 16","17.15","","19-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 July 2016","Lease 7 Jun to 6 Jul 16","797.97","","06-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 July 2016","Fuel 11 Jun to 25 Jun 16","114.19","","25-Jun-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 July 2016","Additional maintenance 15 Jun 16","35.00","","15-Jun-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Facilities","Office Facilities","From 1 July 2016","Aggregated Total","20.94","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Facilities","Office Facilities","Before 1 July 2016","Aggregated Total","2,049.19","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","Water refills 1 Jul 16","1.15","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","Water refills 1 Jul 16","47.98","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Colour copy charge 28 May to 27 Jun 16","324.95","","27-Jun-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Monochrome copy charge 28 May to 27 Jun 16","6.07","","27-Jun-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","Office requisites and stationery 1 Jun to 30 Jun 16","3,352.79","","30-Jun-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Monochrome copy charge 28 Jun to 27 Jul 16","0.64","","27-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Colour copy charge 28 Jun to 27 Jul 16","52.04","","27-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","Distribution late payment fee Jul 16","15.00","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","e-material 1 Jul to 2 Jul 16","11,409.85","","02-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","e-material 25 Mar 16","497.50","","25-Mar-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","76,000 Postal vote applications 5 May 16","13,960.23","","05-May-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution credit 1 Jun to 30 Jun 16","-13.64","","30-Jun-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution 1 Jun to 30 Jun 16","49,661.41","","30-Jun-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","2,000 Personalised letterhead stationery 7 Jun 16","515.00","","07-Jun-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","29,700 Printed items 28 Jun 16","4,544.10","","28-Jun-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","1 news + Full Access and 7 Day 4 Dec 13 to 15 Jun 14","238.18","","04-Dec-2013"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","1 news + Full Access and 7 Day 13 Jul 14 to 17 Mar 15","294.55","","13-Jul-2014"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","20 The Advertiser, 4 The Advertiser (Sat), 4 Sunday Mail and 1 The Advertiser (digital) 4 Apr to 27","160.00","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","Jun 15","","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","20 The Advertiser, 4 The Advertiser (Sat), 4 Sunday Mail and 1 The Advertiser (digital) 25 Jul 15 to 7","523.64","","25-Jul-2015"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","Jun 16","","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","Office phones 1 Jul 16","1,236.03","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","Office fax 1 Jul 16","100.55","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Residential phones 14 Jun 14 to 13 Jul 14","15.00","","14-Jun-2014"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Residential phones 14 Jun 14 to 13 Jul 14","9.10","","14-Jun-2014"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Dedicated data line 14 Jun 14 to 13 Jul 14","72.73","","14-Jun-2014"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Residential phones 14 Jul 14 to 13 Jul 15","127.44","","14-Jul-2014"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Dedicated data line 14 Jul 14 to 13 Jul 15","832.47","","14-Jul-2014"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Residential phones 14 Jul 15 to 13 Jul 16","45.00","","14-Jul-2015"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Residential phones 14 Jul 15 to 13 Jul 16","181.48","","14-Jul-2015"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Dedicated data line 14 Jul 15 to 13 Jul 16","983.55","","14-Jul-2015"
