"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","26 Feb 17","2 Mar 17","Canberra","Sittings of Parliament","5","276.00","1,380.00","26-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","19 Mar 17","23 Mar 17","Canberra","Sittings of Parliament","5","276.00","1,380.00","19-Mar-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 18 Jan to 17 Feb 17","","","1,117.45","17-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Car cleaning 29 Jan 17","","","16.36","29-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 29 Jan 17","","","46.54","29-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel interest fee 31 Jan 17","","","0.34","31-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 18 Feb to 17 Mar 17","","","1,117.45","17-Mar-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 11 Nov to 22 Dec 16","","","191.72","22-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Lease 18 Nov to 17 Dec 16","","","1,117.45","17-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","End of lease adj 18 Nov 16","","","370.50","18-Nov-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","End of lease adj 18 Nov 16","","","-4,166.39","18-Nov-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 24 Nov 16","","","74.95","24-Nov-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Admin charge 30 Nov 16","","","0.34","30-Nov-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Admin charge 15 Dec 16","","","0.34","15-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Lease 18 Dec 16 to 17 Jan 17","","","1,117.45","18-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Car cleaning 20 Dec 16 to 15 Jan 17","","","32.73","20-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 20 Dec 16 to 15 Jan 17","","","264.49","20-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel interest fee 22 Dec 16 to 15 Jan 17","","","1.35","22-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","19 Jan 17 - Sydney","","","79.11","19-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","19 Jan 17 - Sydney","","","122.26","19-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","20 Feb 17 - Sydney","","","104.90","20-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","20 Feb 17 - Sydney","","","88.20","20-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","24 Feb 17 - Sydney","","","117.40","24-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","24 Feb 17 - Sydney","","","73.19","24-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","6 Mar 17 - Sydney","","","147.02","06-Mar-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","9 Mar 17 - Sydney","","","82.44","09-Mar-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","9 Mar 17 - Sydney","","","78.43","09-Mar-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","9 Mar 17 - Sydney","","","219.21","09-Mar-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Facilities","Office Facilities","From 1 January 2017","","","","Aggregated Total","","","41,802.32","01-Jan-1900"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Facilities","Office Facilities","Before 1 January 2017","","","","Aggregated Total","","","8,047.77","01-Jan-1900"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Jan to 31 Jan 17","","","177.99","31-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Colour copy charge 28 Jan to 27 Feb 17","","","479.56","27-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Monochrome copy charge 28 Jan to 27 Feb 17","","","2.35","27-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Feb to 28 Feb 17","","","205.00","28-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Flags 1 Feb to 28 Feb 17","","","283.90","28-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Office requisites and stationery 1 Nov to 30 Nov 16","","","1,240.86","30-Nov-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Flags 1 Nov to 30 Nov 16","","","774.73","30-Nov-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Nov to 27 Dec 16","","","4.08","27-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Nov to 27 Dec 16","","","452.03","27-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Dec 16 to 27 Jan 17","","","3.40","28-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Dec 16 to 27 Jan 17","","","459.14","28-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","e-material 1 Jan 17","","","210.00","01-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution 1 Jan to 31 Jan 17","","","942.37","31-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution credit 1 Jan to 31 Jan 17","","","-22.73","31-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution 10 Jan 17","","","5,425.00","10-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","9,760 Printed items 10 Jan 17","","","2,900.00","10-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Personalised letterhead stationery 10 Jan 17","","","1,350.00","10-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","e-material 1 Feb 17","","","455.00","01-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution late payment fee Feb 17","","","15.00","01-Jan-1900"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution 1 Feb to 28 Feb 17","","","770.98","28-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Printing 1 Feb 17","","","280.00","01-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 3 Feb 17","","","307.12","03-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 8 Feb 17","","","350.00","08-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 23 Feb 17","","","645.00","23-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1,000 Printed items 28 Feb 17","","","2,300.00","28-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","e-material 3 Mar 17","","","175.00","03-Mar-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","PO Box 1173 rental 1 Apr 17 to 31 Mar 18","","","169.09","01-Apr-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 11 Nov 16","","","307.12","11-Nov-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution 1 Dec to 31 Dec 16","","","1,596.75","31-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 13 Dec 16","","","175.00","13-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 14 Dec 16","","","280.00","14-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","","","","4 The Weekend Australian and 1 The Australian (digital) 16 Jan to 12 Feb 17","","","29.09","12-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","","","","1 The Daily Telegraph (digital) 21 Jan to 17 Feb 17","","","21.82","17-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","","","","50 The Daily Telegraph 6 Feb to 16 Apr 17","","","68.18","16-Apr-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","","","","50 The Australian 6 Feb to 16 Apr 17","","","109.09","16-Apr-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","","","","4 The Weekend Australian and 1 The Australian (digital) 13 Feb to 12 Mar 17","","","29.09","12-Mar-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","","","","1 The Daily Telegraph (digital) 18 Feb to 17 Mar 17","","","21.82","17-Mar-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Weekend Australian and 1 The Australian (digital) 19 Dec 16 to 15 Jan 17","","","29.09","19-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","","","","1 The Daily Telegraph (digital) 24 Dec 16 to 20 Jan 17","","","21.82","24-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 12 Jan 17","","","270.20","12-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 12 Jan 17","","","80.14","12-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 12 Feb 17","","","303.90","12-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 12 Feb 17","","","88.95","12-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office phones 9 Dec 16","","","466.33","09-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office fax 9 Dec 16","","","92.49","09-Dec-2016"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 1 Jan 17","","","63.59","01-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Residential phones 5 Jan 17","","","64.26","05-Jan-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 1 Feb 17","","","63.59","01-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Residential phones 8 Feb 17","","","63.90","08-Feb-2017"
"Alex Hawke","Member","Mitchell","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 4 Mar 17","","","63.59","04-Mar-2017"
