"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Notes","Type"
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","17 Jan 17","17 Jan 17","Perth","Leader of the Opposition - Official Business","1","442.00","442.00","17-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","23 Jan 17","24 Jan 17","Brisbane","Leader of the Opposition - Official Business","2","434.00","868.00","23-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","30 Jan 17","30 Jan 17","Canberra","Leader of the Opposition - Official Business","1","276.00","276.00","30-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","2 Feb 17","2 Feb 17","Perth","Leader of the Opposition - Official Business","1","442.00","442.00","02-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","5 Feb 17","8 Feb 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","05-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","12 Feb 17","15 Feb 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","12-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","18 Feb 17","18 Feb 17","Darwin","Leader of the Opposition - Official Business","1","464.00","464.00","18-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","20 Feb 17","20 Feb 17","Brisbane","Leader of the Opposition - Official Business","1","434.00","434.00","20-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","23 Feb 17","23 Feb 17","Sydney","Leader of the Opposition - Official Business","1","442.00","442.00","23-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","27 Feb 17","2 Mar 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","27-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","10 Mar 17","10 Mar 17","Perth","Leader of the Opposition - Official Business","1","442.00","442.00","10-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","14 Mar 17","14 Mar 17","Sydney","Leader of the Opposition - Official Business","1","442.00","442.00","14-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","20 Mar 17","23 Mar 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","20-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","17 Jan 17 - Melbourne to Sydney","","","756.04","17-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","17 Jan 17 - Sydney to Perth","","","2,071.52","17-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","18 Jan 17 - Perth to Melbourne","","","1,817.95","18-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","23 Jan 17 - Melbourne to Brisbane","","","1,023.41","23-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","24 Jan 17 - Brisbane to Rockhampton","","","180.37","24-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","24 Jan 17 - Rockhampton to Brisbane","","","180.37","24-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","25 Jan 17 - Brisbane to Melbourne","","","1,023.41","25-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","30 Jan 17 - Melbourne to Sydney","","","267.88","30-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","30 Jan 17 - Sydney to Canberra","","","341.03","30-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","31 Jan 17 - Canberra to Melbourne","","","637.91","31-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","2 Feb 17 - Melbourne to Perth","","","1,817.95","02-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","3 Feb 17 - Perth to Melbourne","","","1,817.95","03-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","5 Feb 17 - Melbourne to Canberra","","","245.30","05-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","9 Feb 17 - Canberra to Melbourne","","","716.51","09-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","11 Feb 17 - Newcastle to Melbourne","","","45.45","11-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","13 Feb 17 - Melbourne to Canberra","","","245.30","13-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","16 Feb 17 - Canberra to Melbourne","","","637.91","16-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","18 Feb 17 - Melbourne to Darwin","","","1,407.89","18-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","19 Feb 17 - Darwin to Melbourne","","","1,407.89","19-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","20 Feb 17 - Melbourne to Brisbane","","","1,023.41","20-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","21 Feb 17 - Brisbane to Melbourne","","","1,023.41","21-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","22 Feb 17 - Melbourne to Sydney","","","768.76","22-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","22 Feb 17 - Sydney to Melbourne","","","768.76","22-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","23 Feb 17 - Melbourne to Sydney","","","768.76","23-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","24 Feb 17 - Sydney to Melbourne","","","768.76","24-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","26 Feb 17 - Melbourne to Sydney","","","768.76","26-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","26 Feb 17 - Sydney to Melbourne","","","768.76","26-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","27 Feb 17 - Melbourne to Canberra","","","637.91","27-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","3 Mar 17 - Canberra to Melbourne","","","637.91","03-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","4 Mar 17 - Melbourne to Sydney","","","768.76","04-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","5 Mar 17 - Sydney to Melbourne","","","768.76","05-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","7 Mar 17 - Melbourne to Brisbane","","","914.01","07-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","7 Mar 17 - Brisbane to Mackay","","","","07-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","7 Mar 17 - Mackay to Brisbane","","","335.45","07-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","7 Mar 17 - Brisbane to Melbourne","","","1,023.41","07-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","9 Mar 17 - Melbourne to Adelaide","","","821.27","09-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","9 Mar 17 - Adelaide to Melbourne","","","821.27","09-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","10 Mar 17 - Melbourne to Perth","","","2,080.25","10-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","11 Mar 17 - Perth to Melbourne","","","2,080.25","11-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","14 Mar 17 - Melbourne to Sydney","","","768.76","14-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","15 Mar 17 - Sydney to Melbourne","","","883.94","15-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","16 Mar 17 - Melbourne to Hobart","","","640.54","16-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","16 Mar 17 - Hobart to Melbourne","","","640.54","16-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","17 Mar 17 - Melbourne to Canberra","","","637.91","17-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","17 Mar 17 - Canberra to Melbourne","","","637.91","17-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","20 Mar 17 - Melbourne to Canberra","","","637.91","20-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","8 Dec 16 - Melbourne to Sydney","","","756.04","08-Dec-2016","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","9 Dec 16 - Sydney to Melbourne","","","756.04","09-Dec-2016","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 5 Jan to 21 Jan 17","","","158.08","21-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 8 Jan to 7 Feb 17","","","988.00","07-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Additional maintenance 12 Jan 17","","","404.78","12-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 8 Feb to 7 Mar 17","","","988.00","07-Mar-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 23 Feb 17","","","28.53","23-Feb-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Reimbursement of accident excess 22 Nov 15","","","-500.00","22-Nov-2015","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Lease 8 Dec 16 to 7 Jan 17","","","988.00","08-Dec-2016","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 10 Dec 16","","","79.47","10-Dec-2016","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","16 Jan 17 - Melbourne","","","261.60","16-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","16 Jan 17 - Melbourne","","","65.50","16-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","17 Jan 17 - Melbourne","","","52.40","17-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","17 Jan 17 - Sydney","","","167.20","17-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","17 Jan 17 - Sydney","","","120.63","17-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","17 Jan 17 - Perth","","","40.00","17-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","18 Jan 17 - Perth","","","711.33","18-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","18 Jan 17 - Melbourne","","","42.00","18-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","19 Jan 17 - Melbourne","","","253.38","19-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","19 Jan 17 - Melbourne","","","72.05","19-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","20 Jan 17 - Melbourne","","","85.15","20-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","20 Jan 17 - Melbourne","","","217.46","20-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","22 Jan 17 - Melbourne","","","117.48","22-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","23 Jan 17 - Melbourne","","","113.29","23-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","23 Jan 17 - Melbourne","","","211.38","23-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","23 Jan 17 - Brisbane","","","51.00","23-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","24 Jan 17 - Brisbane","","","104.91","24-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","24 Jan 17 - Brisbane","","","511.57","24-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","24 Jan 17 - Brisbane","","","153.90","24-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Brisbane","","","296.06","25-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Melbourne","","","92.39","25-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Melbourne","","","279.03","25-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","26 Jan 17 - Melbourne","","","408.72","26-Jan-2017","",""
"Bill Shorten","Member","Maribyrnong","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","27 Jan 17 - Melbourne","","","149.34","27-Jan-2017","",""
